event_epoch,pre_epoch,feature,pre,post,diff,zscore,abs_z,rank
1000,800,prof__attn_mean_4_diff_0_minus_1,0.0472442507743836,0.006117016077041626,-0.041127234697341974,-2.370187790422663,2.370187790422663,1
1000,800,prof__attn_mean_3_diff_0_minus_1,-0.0383514612913132,0.009254500269889804,0.047605961561203,2.2169856360083284,2.2169856360083284,2
1000,800,prof__attn_mean_3_island1,0.2397937476634979,0.2099694013595581,-0.02982434630393979,-1.0182769030573786,1.0182769030573786,3
1000,800,prof__attn_mean_5_island0,0.1489468663930893,0.2014567404985427,0.05250987410545341,0.9599705107639348,0.9599705107639348,4
1000,800,prof__attn_mean_5_diff_0_minus_1,-0.04966551065444941,-0.03457342088222509,0.015092089772224315,0.93895150620624,0.93895150620624,5
1000,800,prof__attn_mass_0_2_diff_0_minus_1,0.042307525873184204,0.022066116333007812,-0.02024140954017639,-0.9136905550539318,0.9136905550539318,6
1000,800,prof__attn_mean_4_island0,0.260065495967865,0.2093512117862701,-0.050714284181594876,-0.8387808872519108,0.8387808872519108,7
1000,800,prof__attn_mass_3_5_diff_0_minus_1,-0.04077267646789551,-0.019201934337615967,0.02157074213027954,0.7939504788376363,0.7939504788376363,8
1000,800,prof__attn_mean_5_island1,0.1986123770475387,0.2360301613807678,0.03741778433322909,0.7666352694909546,0.7666352694909546,9
1000,800,env__err_signed_max_diff_0_minus_1,0.12445878982543951,0.18508066982030869,0.06062187999486918,0.646175049762748,0.646175049762748,10
