feature,mean_abs_z,mean_z,max_abs_z,n_events
prof__attn_mean_3_diff_0_minus_1,0.803893596823888,0.08290065757944336,2.2169856360083284,5
env__err_abs_p10_diff_0_minus_1,0.8007558306076648,0.6593661399713489,2.541382365495356,5
env__err_signed_min_diff_0_minus_1,0.7998085749939261,0.6056471812421721,2.3207422625519025,5
env__err_signed_p25_island1,0.7867322420227502,-0.661213768612656,2.585369531143581,5
env__err_abs_p25_island1,0.7867322420227502,-0.661213768612656,2.585369531143581,5
prof__y_stat_mean_diff_0_minus_1,0.784261981986942,0.6464333617532037,2.3460025661164057,5
env__err_abs_mean_island0,0.7764108307028075,-0.6343947535685834,2.1510255061895203,5
env__err_signed_p10_island1,0.7719003287205456,-0.6644161652272416,2.6325041388796433,5
env__err_abs_p10_island1,0.7719003287205456,-0.6644161652272416,2.6325041388796433,5
env__err_signed_p50_island0,0.7613978975547815,0.6782914264725892,2.7484977624786717,5
env__err_abs_min_diff_0_minus_1,0.7609524418605768,0.6661419651891654,2.681796302945808,5
env__err_abs_min_island0,0.7598896220336214,-0.6918945244388274,3.029369881034114,5
env__err_abs_min_island1,0.7590039542316933,-0.666518525774858,2.685413701850143,5
env__err_signed_min_island1,0.7590039542316933,-0.666518525774858,2.685413701850143,5
prof__y_sem_mean_island0,0.7462143835777689,0.6174805628315866,1.2344133390248206,5
env__err_abs_p25_island0,0.7367697579113102,-0.6691382845669926,2.8036291978380565,5
env__err_abs_p10_island0,0.7294781708302167,-0.675491841057616,3.0121815187304706,5
env__err_signed_p50_diff_0_minus_1,0.7253804997338659,0.6684272363133847,2.6063479346191394,5
prof__delta_plant_mean_diff_0_minus_1,0.7244600082157706,0.672383177030359,2.6647948833866573,5
prof__delta_plant_mean_island0,0.7244600082157706,0.672383177030359,2.6647948833866573,5
prof__attn_mass_3_5_diff_0_minus_1,0.7238209690830163,-0.14738664342072608,1.2299489600692455,5
env__err_signed_std_island0,0.7230542633091046,-0.35535114749203894,1.357812523879101,5
prof__y_mix_mean_diff_0_minus_1,0.7221973626729252,0.6727367570491116,2.666669708387671,5
env__err_signed_mean_diff_0_minus_1,0.7221972292894879,0.6727367281043113,2.666670008177472,5
prof__y_sem_mean_diff_0_minus_1,0.7187332039597647,0.6850387634683054,2.9401973852752223,5
threshold,0.7083900401495864,-0.662178436315094,2.49541551065989,5
env__err_abs_p75_island0,0.6776740619540996,-0.614018525097135,1.654911598725361,5
env__err_abs_p50_island0,0.6758869985317417,-0.6551588884979413,2.2980081796364398,5
env__err_signed_p25_diff_0_minus_1,0.6745171828480643,0.6745171828480643,2.484354038874604,5
env__err_signed_p10_diff_0_minus_1,0.6644111836855651,0.6644111836855651,2.278773076789859,5
prof__y_sem_mean_island1,0.6633249581077083,-0.6633249581011714,3.316624788977319,5
prof__attn_mean_2_island0,0.6439071089317808,-0.42154847176378496,1.036226792027178,5
prof__attn_mean_1_island0,0.6322182425192852,-0.3995675501379405,0.9822457712295549,5
prof__attn_mass_3_5_island1,0.6276517186853438,0.5694377688064448,1.9318623430701045,5
prof__attn_mean_3_island0,0.621099185329652,0.4077406565487225,1.0317908600093249,5
prof__attn_mean_1_diff_0_minus_1,0.602607972019825,-0.12495605454589913,0.6630635330149931,5
prof__attn_mean_2_diff_0_minus_1,0.5826925658634188,-0.16172904252533318,0.7689521434319012,5
prof__attn_mean_5_island1,0.5766945896313234,0.37563777240001095,1.1669092711763123,5
prof__attn_mass_0_2_diff_0_minus_1,0.575040302472869,0.20956408045129624,1.2924410647670566,5
prof__attn_mean_0_island1,0.5664674413606512,-0.46649477560024033,1.1624707891924975,5
prof__attn_mean_0_diff_0_minus_1,0.550802066097166,0.3415921233492204,1.1074663605708606,5
prof__attn_mean_5_island0,0.5473702175178718,0.20893163021662559,0.9599705107639348,5
prof__attn_mean_6_island1,0.49854637297572746,-0.49854637297572746,1.1900300422906551,5
prof__attn_mass_6_island1,0.49854637297572746,-0.49854637297572746,1.1900300422906551,5
prof__attn_mass_6_island0,0.49028671870148244,-0.4604211622808109,1.1177675080184943,5
prof__attn_mean_6_island0,0.49028671870148244,-0.4604211622808109,1.1177675080184943,5
prof__attn_mass_3_5_island0,0.48561004499306293,0.48561004499306293,1.402379587477811,5
env__sun_p10_island1,0.0,0.0,0.0,5
env__sun_p25_diff_0_minus_1,0.0,0.0,0.0,5
env__sun_min_island0,0.0,0.0,0.0,5
env__sun_mean_island1,0.0,0.0,0.0,5
env__sun_mean_island0,0.0,0.0,0.0,5
env__sun_min_island1,0.0,0.0,0.0,5
env__water_std_island0,0.0,0.0,0.0,5
env__water_std_island1,0.0,0.0,0.0,5
env__water_p10_diff_0_minus_1,0.0,0.0,0.0,5
env__water_min_island1,0.0,0.0,0.0,5
env__water_min_island0,0.0,0.0,0.0,5
env__water_mean_island0,0.0,0.0,0.0,5
env__sun_std_island1,0.0,0.0,0.0,5
env__sun_std_island0,0.0,0.0,0.0,5
env__sun_p25_island1,0.0,0.0,0.0,5
env__plant_max_diff_0_minus_1,,,,5
env__plant_max_island0,,,,5
env__plant_max_island1,,,,5
env__plant_mean_diff_0_minus_1,,,,5
env__plant_mean_island0,,,,5
env__plant_mean_island1,,,,5
env__plant_min_diff_0_minus_1,,,,5
env__plant_min_island0,,,,5
env__plant_min_island1,,,,5
env__plant_p10_diff_0_minus_1,,,,5
env__plant_p10_island0,,,,5
env__plant_p10_island1,,,,5
env__plant_p25_diff_0_minus_1,,,,5
env__plant_p25_island0,,,,5
env__plant_p25_island1,,,,5
env__plant_p50_diff_0_minus_1,,,,5
env__plant_p50_island0,,,,5
env__plant_p50_island1,,,,5
env__plant_p75_diff_0_minus_1,,,,5
env__plant_p75_island0,,,,5
env__plant_p75_island1,,,,5
env__plant_p90_diff_0_minus_1,,,,5
env__plant_p90_island0,,,,5
env__plant_p90_island1,,,,5
env__plant_std_diff_0_minus_1,,,,5
env__plant_std_island0,,,,5
env__plant_std_island1,,,,5
env__sun_max_diff_0_minus_1,,,,5
env__sun_max_island0,,,,5
env__sun_max_island1,,,,5
env__sun_mean_diff_0_minus_1,,,,5
env__sun_min_diff_0_minus_1,,,,5
env__sun_p10_diff_0_minus_1,,,,5
env__sun_p10_island0,,,,5
env__sun_p25_island0,,,,5
env__sun_p50_diff_0_minus_1,,,,5
env__sun_p50_island0,,,,5
env__sun_p50_island1,,,,5
env__sun_p75_diff_0_minus_1,,,,5
env__sun_p75_island0,,,,5
env__sun_p75_island1,,,,5
env__sun_p90_diff_0_minus_1,,,,5
env__sun_p90_island0,,,,5
env__sun_p90_island1,,,,5
env__sun_std_diff_0_minus_1,,,,5
env__water_max_diff_0_minus_1,,,,5
env__water_max_island0,,,,5
env__water_max_island1,,,,5
env__water_mean_diff_0_minus_1,,,,5
env__water_mean_island1,,,,5
env__water_min_diff_0_minus_1,,,,5
env__water_p10_island0,,,,5
env__water_p10_island1,,,,5
env__water_p25_diff_0_minus_1,,,,5
env__water_p25_island0,,,,5
env__water_p25_island1,,,,5
env__water_p50_diff_0_minus_1,,,,5
env__water_p50_island0,,,,5
env__water_p50_island1,,,,5
env__water_p75_diff_0_minus_1,,,,5
env__water_p75_island0,,,,5
env__water_p75_island1,,,,5
env__water_p90_diff_0_minus_1,,,,5
env__water_p90_island0,,,,5
env__water_p90_island1,,,,5
env__water_std_diff_0_minus_1,,,,5
prof__corr_y_mix_true_island1,,,,5
prof__delta_plant_mean_island1,,,,5
