pre_epoch,event_epoch,event_sign,threshold_prev,threshold,threshold_diff,emb_0,emb_1,emb_2,emb_3,emb_4
0,200,-1,0.4674119353294372,0.1569372490048408,-0.3104746863245964,11.4160939968041,3.0966550580361365,1.764188010003895,0.1622786563015995,-5.252829335901656e-16
200,400,-1,0.1569372490048408,0.0901277614757418,-0.066809487529099,2.7367033385894217,-5.762105061689868,-4.630482638069734,-0.0005165409107798286,-5.252829335901654e-16
400,600,1,0.0901277614757418,0.1045016534626483,0.0143738919869065,-5.8244498747858175,5.444208800924328,-2.962365660350747,1.21190617528574,-5.252829335901657e-16
600,800,-1,0.1045016534626483,0.0669326409697532,-0.0375690124928951,-4.03844298279427,0.8207157245745191,1.1229023992598208,-2.7256409774997814,-5.252829335901654e-16
800,1000,-1,0.0669326409697532,0.0554772466421127,-0.0114553943276404,-4.289904477813436,-3.599474521845112,4.70575788915676,1.3519726868232211,-5.252829335901659e-16
