epoch,alpha,epsilon,dC,dM,d_cf,d_mono,d_att,d_self,self_f,self_g,Val_sem,self_mass,env_sum_tr,I_sum_tr,self_m_tr,corr_tr,env_sum_val,I_sum_val,self_m_val,corr_val,alpha_used,y_stat_mean,y_sem_mean,y_mix_mean,corr_stat,corr_sem,corr_mix,cf_s0_stat_mean,cf_s0_sem_mean,cf_s0_mix_mean,cf_p0_stat_mean,cf_p0_sem_mean,cf_p0_mix_mean,contrib_stat,contrib_sem,eps_mode,eps_override,alpha_override,mul_real,mul_sem,mul_cf,mul_mono,mul_cos,mul_ent,mul_env,mul_self,self_target
200,0.6506921322605905,0.12441658787429333,0.2664146423339844,0.3908312302082777,0.2568992078304291,0.00012745801359415054,0.021297565661370754,0.11250699870288372,0.029783131554722786,0.1422901302576065,0.08916865289211273,0.030097436159849167,0.45413345098495483,0.5160834193229675,0.029783131554722786,0.9308275580406189,0.45315077900886536,0.5171100497245789,0.029739171266555786,0.9343728423118591,0.5,0.6694570183753967,0.588861346244812,0.629159152507782,0.9233263731002808,0.9308275580406189,0.9816436171531677,0.7436867952346802,0.12260901927947998,0.4331478476524353,0.0,0.0,0.0,0.5320251882076263,0.46797481179237366,normal,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.03
400,0.4843661621604351,-0.01251114858314395,0.0672500878572464,0.05473893927410245,0.042747512459754944,0.0001478348858654499,0.011608326807618141,0.0002352651208639145,0.0300183966755867,0.029783131554722786,0.062605120241642,0.030007360503077507,0.4022471308708191,0.56773442029953,0.0300183966755867,0.9591136574745178,0.40169757604599,0.5683097243309021,0.029992707073688507,0.9634431004524231,0.6506921322605905,0.6643550992012024,0.5857745409011841,0.6132232546806335,0.9038066864013672,0.9591136574745178,0.9836717844009399,0.7789269685745239,0.07986150681972504,0.32405054569244385,0.0,0.0,0.0,0.37843382358551025,0.6215661764144897,normal,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.03
600,0.4642430519477195,-0.028654473833739758,0.040280427783727646,0.011625953949987888,0.0052535757422447205,0.0015361057594418526,0.004794692620635033,4.1579827666282654e-05,0.030059976503252983,0.0300183966755867,0.038091327995061874,0.029901966452598572,0.38267195224761963,0.5872681140899658,0.030059976503252983,0.9734058380126953,0.3827543258666992,0.5871719717979431,0.030073679983615875,0.976396918296814,0.4843661621604351,0.6293289065361023,0.6239461898803711,0.6267216801643372,0.9658085107803345,0.9734058380126953,0.9867159128189087,0.5940681099891663,0.07460793107748032,0.34245917201042175,0.0,0.0,0.0,0.5177789628505707,0.4822210371494293,normal,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.03
800,0.48029783774039964,-0.015769895166158676,0.03316430747509003,0.01739441230893135,0.014165565371513367,0.0009036222472786903,0.002288919873535633,3.6304816603660583e-05,0.030096281319856644,0.030059976503252983,0.04093453288078308,0.03010888770222664,0.36104464530944824,0.608859121799469,0.030096281319856644,0.9763314127922058,0.36142992973327637,0.6084253787994385,0.030144676566123962,0.9795994758605957,0.4642430519477195,0.6290513277053833,0.5980141758918762,0.6146425008773804,0.9725343585014343,0.9763314127922058,0.9872459173202515,0.5641604065895081,0.06044236570596695,0.3303128480911255,0.0,0.0,0.0,0.548316478729248,0.45168352127075195,normal,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.03
850,0.4563695437101243,-0.03499336470849812,0.04031948745250702,0.005326122744008899,0.0030038058757781982,0.00225219689309597,3.0078692361712456e-05,4.004128277301788e-05,0.030056240037083626,0.030096281319856644,0.0441221259534359,0.030079612508416176,0.3609923720359802,0.6089514493942261,0.030056238174438477,0.9735773801803589,0.3613860011100769,0.6085050702095032,0.03010890632867813,0.9770020842552185,0.48029783774039964,0.6305909752845764,0.6381166577339172,0.6342055201530457,0.9725627899169922,0.9735773801803589,0.98720782995224,0.5657475590705872,0.05743855983018875,0.3216078579425812,0.0,0.0,0.0,0.51674023270607,0.48325976729393005,normal,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.03
900,0.4788907348595792,-0.016897456254810095,0.018131788820028305,0.0012343325652182102,0.00028294697403907776,0.000535148661583662,0.0002931496128439903,0.0001230873167514801,0.029933152720332146,0.030056240037083626,0.041636284440755844,0.02983905002474785,0.35317644476890564,0.6168904304504395,0.029933152720332146,0.9758036732673645,0.3536047041416168,0.6164027452468872,0.029992569237947464,0.9793007373809814,0.4563695437101243,0.6277750134468079,0.6226423382759094,0.6254326701164246,0.9736139178276062,0.9758036732673645,0.9874016642570496,0.5573925375938416,0.05772150680422783,0.32935789227485657,0.0,0.0,0.0,0.5456664562225342,0.4543335437774658,normal,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.03
950,0.43261454473431205,-0.0542383506835904,0.06351359188556671,0.009275241201976314,0.00759679451584816,0.001445283181965351,0.00013958421186544,9.357929229736328e-05,0.029839573428034782,0.029933152720332146,0.04138661548495293,0.030091896653175354,0.3479844927787781,0.622175931930542,0.029839573428034782,0.9771199226379395,0.3484455943107605,0.6216493844985962,0.029905054718255997,0.9803516864776611,0.4788907348595792,0.63193279504776,0.6861559152603149,0.657899796962738,0.9736335873603821,0.9771199226379395,0.9878943562507629,0.5614444017410278,0.06531830132007599,0.3238542377948761,0.0,0.0,0.0,0.5005413591861725,0.4994586408138275,normal,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.03
1000,0.415325368649955,-0.0683986545773223,0.07335247099399567,0.004953816416673362,0.0021440237760543823,0.0025559309870004654,0.00013406749349087477,0.00011979416012763977,0.029719779267907143,0.029839573428034782,0.03639082610607147,0.02979058213531971,0.3432667851448059,0.6270134449005127,0.029719779267907143,0.979311466217041,0.3437521457672119,0.6264569759368896,0.029790867120027542,0.9824987649917603,0.43261454473431205,0.627140998840332,0.6128034591674805,0.6209383010864258,0.974998414516449,0.979311466217041,0.987895131111145,0.5485198497772217,0.0631742775440216,0.3385522663593292,0.0,0.0,0.0,0.5730531215667725,0.42694687843322754,normal,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.03
1050,0.4413536029543142,-0.04713406693190336,0.05786717310547829,0.010733106173574924,0.008049238473176956,0.002325164619833231,0.00012655043974518776,0.00023215264081954956,0.029951931908726692,0.029719779267907143,0.044654179364442825,0.030083738267421722,0.33850038051605225,0.6315476894378662,0.029951931908726692,0.9749722480773926,0.33901041746139526,0.6309600472450256,0.030029529705643654,0.9784908890724182,0.415325368649955,0.6283081769943237,0.6701652407646179,0.6456925272941589,0.9758430123329163,0.9749722480773926,0.9870247840881348,0.5437200665473938,0.05512503907084465,0.3407941460609436,0.0,0.0,0.0,0.5689331591129303,0.4310668408870697,normal,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.03
1100,0.3900240952407757,-0.08944218722172081,0.09267286956310272,0.0032306823413819075,0.0020830929279327393,0.0007575633935630322,0.00011042249388992786,0.0002796035259962082,0.029672328382730484,0.029951931908726692,0.04466133937239647,0.02951337955892086,0.3348437249660492,0.635483980178833,0.029672328382730484,0.9778357744216919,0.33535879850387573,0.6348873376846313,0.029753895476460457,0.9813340902328491,0.4413536029543142,0.6259947419166565,0.577492356300354,0.6045880317687988,0.9755719304084778,0.9778357744216919,0.9870315790176392,0.5446202158927917,0.05304194614291191,0.32766038179397583,0.0,0.0,0.0,0.5784264206886292,0.42157357931137085,normal,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.03
1150,0.4408634600465246,-0.0475316975498572,0.05284464359283447,0.0053129460429772735,0.0037859007716178894,0.001271318644285202,8.776073809713125e-05,0.00016796588897705078,0.029840294271707535,0.029672328382730484,0.03570432588458061,0.029812965542078018,0.3307565450668335,0.6394031047821045,0.029840294271707535,0.9797430038452148,0.33127403259277344,0.6388002038002014,0.029925785958766937,0.9833850860595703,0.3900240952407757,0.6279558539390564,0.6303359270095825,0.6288841962814331,0.9767864942550659,0.9797430038452148,0.987424910068512,0.5365430116653442,0.0568278469145298,0.34944257140159607,0.0,0.0,0.0,0.609075516462326,0.39092448353767395,normal,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.03
