epoch,island,n,y_mix_mean,y_mix_std,corr_y_mix_true,y_stat_mean,y_sem_mean,delta_sun_mean,delta_plant_mean,delta_ratio_sun_over_plant,attn_mean_0,attn_mean_1,attn_mean_2,attn_mean_3,attn_mean_4,attn_mean_5,attn_mean_6,attn_mass_0_2,attn_mass_3_5,attn_mass_6
1000,0,376,0.9120618104934692,0.15388144552707672,0.8172610998153687,0.9175851941108704,0.9073530435562134,0.4761761724948883,0.8674978613853455,0.5489075975880628,0.14366936683654785,0.10649780184030533,0.10444274544715881,0.21922390162944794,0.20935121178627014,0.20145674049854279,0.015358122996985912,0.3546099066734314,0.6300318241119385,0.015358122996985912
1000,1,136,0.042410269379615784,0.02772405929863453,0.0,0.09215657413005829,1.000002725959348e-06,0.025688536465168,0.0,2568853.6465168,0.08832850307226181,0.11956021189689636,0.12465506792068481,0.2099694013595581,0.20323419570922852,0.23603016138076782,0.018222466111183167,0.3325437903404236,0.6492337584495544,0.018222466111183167
1200,0,376,0.9221314787864685,0.15134039521217346,0.8133236169815063,0.9150112271308899,0.9288284778594971,0.4753306806087494,0.8863563537597656,0.536274911585766,0.13471947610378265,0.09826014190912247,0.09682605415582657,0.22707512974739075,0.20552639663219452,0.22527088224887848,0.012321949936449528,0.3298056721687317,0.6578723788261414,0.012321949936449528
1200,1,136,0.03383794054389,0.025759387761354446,0.0,0.0698133185505867,1.0000015890909708e-06,0.02262011729180813,0.0,2262011.729180813,0.0887036994099617,0.12329158931970596,0.12938201427459717,0.2011125683784485,0.20354679226875305,0.23811334371566772,0.01584986224770546,0.341377317905426,0.6427726745605469,0.01584986224770546
1400,0,376,0.8848685622215271,0.13871020078659058,0.8195891380310059,0.9008062481880188,0.8685684204101562,0.43337899446487427,0.8536766767501831,0.5076617426612433,0.13765019178390503,0.09658043086528778,0.09568614512681961,0.23529085516929626,0.19692741334438324,0.2279628962278366,0.009901768527925014,0.329916775226593,0.6601811647415161,0.009901768527925014
1400,1,136,0.02938411384820938,0.02468157932162285,0.0,0.05811357870697975,1.0000012480304576e-06,0.020817356184124947,0.0,2081735.6184124947,0.08627433329820633,0.12501418590545654,0.13203679025173187,0.206492081284523,0.19700700044631958,0.24019676446914673,0.012978880666196346,0.34332531690597534,0.6436958312988281,0.012978880666196346
1600,0,376,0.8891947269439697,0.13689343631267548,0.8288289904594421,0.9016767740249634,0.8743163347244263,0.41993385553359985,0.8596307635307312,0.48850491218319264,0.14059950411319733,0.09429927915334702,0.09372063726186752,0.2184673398733139,0.2114679515361786,0.23362194001674652,0.007823354564607143,0.32861942052841187,0.663557231426239,0.007823354564607143
1600,1,136,0.02776353247463703,0.02530434913933277,0.0,0.05105462670326233,1.0000009069699445e-06,0.020572548732161522,0.0,2057254.8732161522,0.08229236304759979,0.12536823749542236,0.13329899311065674,0.19986331462860107,0.20460094511508942,0.24417296051979065,0.010403119958937168,0.3409596085548401,0.6486371755599976,0.010403119958937168
1800,0,376,0.9022890329360962,0.1445317417383194,0.8411347270011902,0.9019867777824402,0.9025851488113403,0.4656582176685333,0.8772900104522705,0.5307916502098952,0.14248138666152954,0.09162471443414688,0.09133492410182953,0.21885932981967926,0.21152929961681366,0.2379646897315979,0.006205470766872168,0.32544100284576416,0.6683533191680908,0.006205470766872168
1800,1,136,0.02341337688267231,0.02257581427693367,0.0,0.04732801765203476,1.0000005659094313e-06,0.017897291108965874,0.0,1789729.1108965874,0.07746002823114395,0.12415184825658798,0.13262248039245605,0.20608767867088318,0.20442664623260498,0.24690017104148865,0.008351217955350876,0.334234356880188,0.6574144959449768,0.008351217955350876
2000,0,376,0.8939253687858582,0.14144493639469147,0.8528144955635071,0.901422381401062,0.8857595324516296,0.45302313566207886,0.8702059984207153,0.5205929760060417,0.1446869969367981,0.08952133357524872,0.08934043347835541,0.21593333780765533,0.2172897458076477,0.2382810413837433,0.004947072360664606,0.3235487639904022,0.6715041399002075,0.004947072360664606
2000,1,136,0.02216295897960663,0.022732509300112724,0.0,0.042510248720645905,1.0000003385357559e-06,0.01748313568532467,0.0,1748313.568532467,0.07280341535806656,0.12266428023576736,0.13139110803604126,0.20996280014514923,0.209840327501297,0.24662309885025024,0.006715018302202225,0.3268588185310364,0.6664262413978577,0.006715018302202225
