epoch,island,n,plant_mean,plant_std,plant_min,plant_p10,plant_p25,plant_p50,plant_p75,plant_p90,plant_max,sun_mean,sun_std,sun_min,sun_p10,sun_p25,sun_p50,sun_p75,sun_p90,sun_max,water_mean,water_std,water_min,water_p10,water_p25,water_p50,water_p75,water_p90,water_max,err_abs_mean,err_abs_std,err_abs_min,err_abs_p10,err_abs_p25,err_abs_p50,err_abs_p75,err_abs_p90,err_abs_max,err_signed_mean,err_signed_std,err_signed_min,err_signed_p10,err_signed_p25,err_signed_p50,err_signed_p75,err_signed_p90,err_signed_max
0,0,376,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.52034102871697,0.2879246506612548,0.0014451146125793457,0.10448610782623291,0.2821458578109741,0.5392620861530304,0.7709793001413345,0.9135849475860596,0.9971494674682617,0.5193519178540149,0.28725388905920507,0.0036272406578063965,0.09319531917572021,0.3049423098564148,0.5183145105838776,0.756737545132637,0.9178906083106995,0.9973546862602234,0.2742508058535292,0.0958790967739777,0.0058400630950927734,0.12471207976341248,0.2324618101119995,0.2873944640159607,0.33172523975372314,0.37681901454925537,0.6034417152404785,-0.23923091194097032,0.16484804057493568,-0.45340561866760254,-0.37152016162872314,-0.32665953040122986,-0.2831211984157562,-0.22342677414417267,-0.066091388463974,0.6034417152404785
0,1,136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48855647225590315,0.29033573293615905,0.0001481175422668457,0.11295977234840393,0.21461154520511627,0.4924395978450775,0.7553471624851227,0.8738110065460205,0.9936878681182861,0.5335468045052361,0.2794495767754103,0.003976762294769287,0.13231399655342102,0.3018675297498703,0.5789843499660492,0.7746039032936096,0.8888592422008514,0.9847351312637329,0.6605730823734227,0.0007850969760155427,0.6589252352714539,0.6593920588493347,0.6599956154823303,0.6605311632156372,0.6611396968364716,0.6616708636283875,0.6620312929153442,0.6605730823734227,0.0007850969760155427,0.6589252352714539,0.6593920588493347,0.6599956154823303,0.6605311632156372,0.6611396968364716,0.6616708636283875,0.6620312929153442
200,0,376,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.52034102871697,0.2879246506612548,0.0014451146125793457,0.10448610782623291,0.2821458578109741,0.5392620861530304,0.7709793001413345,0.9135849475860596,0.9971494674682617,0.5193519178540149,0.28725388905920507,0.0036272406578063965,0.09319531917572021,0.3049423098564148,0.5183145105838776,0.756737545132637,0.9178906083106995,0.9973546862602234,0.13475403395739008,0.0938311958610622,0.0007573366165161133,0.02200847864151001,0.05837137997150421,0.12264043092727661,0.198065385222435,0.26650819182395935,0.478083074092865,-0.03767290489470705,0.15982395071234104,-0.478083074092865,-0.24423712491989136,-0.14695601165294647,-0.0475790798664093,0.08162523806095123,0.17983388900756836,0.37007826566696167
200,1,136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48855647225590315,0.29033573293615905,0.0001481175422668457,0.11295977234840393,0.21461154520511627,0.4924395978450775,0.7553471624851227,0.8738110065460205,0.9936878681182861,0.5335468045052361,0.2794495767754103,0.003976762294769287,0.13231399655342102,0.3018675297498703,0.5789843499660492,0.7746039032936096,0.8888592422008514,0.9847351312637329,0.17912046545568636,0.023410237381164323,0.13598714768886566,0.14752282202243805,0.15936830639839172,0.180843286216259,0.19572987034916878,0.21145080029964447,0.22455430030822754,0.17912046545568636,0.023410237381164323,0.13598714768886566,0.14752282202243805,0.15936830639839172,0.180843286216259,0.19572987034916878,0.21145080029964447,0.22455430030822754
400,0,376,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.52034102871697,0.2879246506612548,0.0014451146125793457,0.10448610782623291,0.2821458578109741,0.5392620861530304,0.7709793001413345,0.9135849475860596,0.9971494674682617,0.5193519178540149,0.28725388905920507,0.0036272406578063965,0.09319531917572021,0.3049423098564148,0.5183145105838776,0.756737545132637,0.9178906083106995,0.9973546862602234,0.15777884730871053,0.12954023018535862,0.0010253190994262695,0.025168895721435547,0.06659971550107002,0.12171179056167603,0.21091832220554352,0.3493262231349945,0.6981815099716187,-0.06097026234690813,0.19482675125323598,-0.6981815099716187,-0.3493262231349945,-0.19656655937433243,-0.011670619249343872,0.09681744873523712,0.14816591143608093,0.28700023889541626
400,1,136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48855647225590315,0.29033573293615905,0.0001481175422668457,0.11295977234840393,0.21461154520511627,0.4924395978450775,0.7553471624851227,0.8738110065460205,0.9936878681182861,0.5335468045052361,0.2794495767754103,0.003976762294769287,0.13231399655342102,0.3018675297498703,0.5789843499660492,0.7746039032936096,0.8888592422008514,0.9847351312637329,0.02247667934416848,0.0011458175435670537,0.020104268565773964,0.020867719314992428,0.021541438531130552,0.022630544379353523,0.023330180440098047,0.02397492155432701,0.024475377053022385,0.02247667934416848,0.0011458175435670537,0.020104268565773964,0.020867719314992428,0.021541438531130552,0.022630544379353523,0.023330180440098047,0.02397492155432701,0.024475377053022385
600,0,376,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.52034102871697,0.2879246506612548,0.0014451146125793457,0.10448610782623291,0.2821458578109741,0.5392620861530304,0.7709793001413345,0.9135849475860596,0.9971494674682617,0.5193519178540149,0.28725388905920507,0.0036272406578063965,0.09319531917572021,0.3049423098564148,0.5183145105838776,0.756737545132637,0.9178906083106995,0.9973546862602234,0.10893305561485443,0.09404666764871866,0.0002803802490234375,0.02050769329071045,0.04415954649448395,0.08408808708190918,0.13891319930553436,0.2370765507221222,0.5583422183990479,-0.015047316261111422,0.14312499633102388,-0.5583422183990479,-0.23063421249389648,-0.07796816527843475,0.025326818227767944,0.08584153652191162,0.127753347158432,0.24672852456569672
600,1,136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48855647225590315,0.29033573293615905,0.0001481175422668457,0.11295977234840393,0.21461154520511627,0.4924395978450775,0.7553471624851227,0.8738110065460205,0.9936878681182861,0.5335468045052361,0.2794495767754103,0.003976762294769287,0.13231399655342102,0.3018675297498703,0.5789843499660492,0.7746039032936096,0.8888592422008514,0.9847351312637329,0.10007025553461384,0.020934243220534075,0.06512913107872009,0.07311629503965378,0.08230448886752129,0.09870054945349693,0.11466001532971859,0.13005349785089493,0.14393950998783112,0.10007025553461384,0.020934243220534075,0.06512913107872009,0.07311629503965378,0.08230448886752129,0.09870054945349693,0.11466001532971859,0.13005349785089493,0.14393950998783112
800,0,376,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.52034102871697,0.2879246506612548,0.0014451146125793457,0.10448610782623291,0.2821458578109741,0.5392620861530304,0.7709793001413345,0.9135849475860596,0.9971494674682617,0.5193519178540149,0.28725388905920507,0.0036272406578063965,0.09319531917572021,0.3049423098564148,0.5183145105838776,0.756737545132637,0.9178906083106995,0.9973546862602234,0.06939143576520554,0.07466253685443537,0.0002976059913635254,0.008112549781799316,0.02244165539741516,0.048823535442352295,0.08507734537124634,0.13844779133796692,0.5071570873260498,-0.0044377462026920726,0.10183306032785748,-0.5071570873260498,-0.10648941993713379,-0.03879581391811371,0.007877230644226074,0.054655998945236206,0.09079059958457947,0.2623186409473419
800,1,136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48855647225590315,0.29033573293615905,0.0001481175422668457,0.11295977234840393,0.21461154520511627,0.4924395978450775,0.7553471624851227,0.8738110065460205,0.9936878681182861,0.5335468045052361,0.2794495767754103,0.003976762294769287,0.13231399655342102,0.3018675297498703,0.5789843499660492,0.7746039032936096,0.8888592422008514,0.9847351312637329,0.06447384487289716,0.030196801979051103,0.02400272712111473,0.029976530000567436,0.03912380337715149,0.057419246062636375,0.08396301604807377,0.1116684153676033,0.13785985112190247,0.06447384487289716,0.030196801979051103,0.02400272712111473,0.029976530000567436,0.03912380337715149,0.057419246062636375,0.08396301604807377,0.1116684153676033,0.13785985112190247
