event_epoch,pre_epoch,feature,pre,post,diff,zscore,abs_z
200,0,prof__attn_mean_6_island0,0.1422656178474426,0.0335283912718296,-0.108737226575613,-3.226536036371952,3.226536036371952
200,0,prof__attn_mean_6_island1,0.1423470973968505,0.0251528285443782,-0.1171942688524723,-3.432232424986169,3.432232424986169
200,0,prof__corr_y_mix_true_island0,0.6890279650688171,0.9953948855400084,0.3063669204711913,3.3265851302200944,3.3265851302200944
200,0,prof__corr_y_mix_true_island1,0.0,0.9615703821182252,0.9615703821182252,3.263418272806733,3.263418272806733
200,0,prof__delta_plant_mean_island0,0.6679152846336365,0.6804510354995728,0.01253575086593628,0.8438595783178422,0.8438595783178422
200,0,prof__delta_plant_mean_island1,0.0,0.5141086578369141,0.5141086578369141,3.510049821620598,3.510049821620598
200,0,prof__delta_ratio_sun_over_plant_island0,0.0059763820937813,0.3696367015477695,0.3636603194539882,2.2776918915302176,2.2776918915302176
200,0,prof__delta_ratio_sun_over_plant_island1,0.0,0.2142637523202067,0.2142637523202067,1.5464988879048687,1.5464988879048687
200,0,prof__delta_sun_mean_island0,0.0039917170070111,0.2515196800231933,0.2475279630161822,2.1856871110503695,2.1856871110503695
200,0,prof__delta_sun_mean_island1,0.0,0.11015485227108,0.11015485227108,1.6554636051334417,1.6554636051334417
