epoch,alpha,epsilon,dC,dM,d_cf,d_mono,d_att,d_self,self_f,self_g,Val_sem,self_mass,env_sum_tr,I_sum_tr,self_m_tr,corr_tr,env_sum_val,I_sum_val,self_m_val,corr_val,alpha_used,y_stat_mean,y_sem_mean,y_mix_mean,corr_stat,corr_sem,corr_mix,cf_s0_stat_mean,cf_s0_sem_mean,cf_s0_mix_mean,cf_p0_stat_mean,cf_p0_sem_mean,cf_p0_mix_mean,contrib_stat,contrib_sem,eps_mode,eps_override,alpha_override,mul_real,mul_sem,mul_cf,mul_mono,mul_cos,mul_ent,mul_env,mul_self,self_target
200,0.6555083742666878,0.12866825936362147,0.2624621093273163,0.39113036869093776,0.25675372779369354,0.0004996252246201038,0.020947233773767948,0.11292978189885616,0.029360512271523476,0.14229029417037964,0.0877680703997612,0.029604054987430573,0.4533995985984802,0.5172399878501892,0.029360512271523476,0.9329795837402344,0.452400267124176,0.5182821750640869,0.029317589476704597,0.936523973941803,0.5,0.6730967164039612,0.58519446849823,0.6291456818580627,0.9234270453453064,0.9329795837402344,0.9817651510238647,0.7475862503051758,0.1227644830942154,0.4351753890514374,0.0,0.0,0.0,0.5349292457103729,0.4650707542896271,normal,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.03
400,0.4946151060873497,-0.0043080816976726055,0.06040195748209953,0.05609387578442693,0.04352952539920807,0.00039556482806801796,0.011701973155140877,0.000466812402009964,0.02982732467353344,0.029360512271523476,0.06183940917253494,0.03009805828332901,0.40123286843299866,0.5689399242401123,0.02982732467353344,0.958761990070343,0.40068158507347107,0.5695146322250366,0.029803846031427383,0.9631036520004272,0.6555083742666878,0.6648816466331482,0.5942438244819641,0.6185779571533203,0.9023452401161194,0.958761990070343,0.9836906790733337,0.7823780179023743,0.07923495769500732,0.32146185636520386,0.0,0.0,0.0,0.370278537273407,0.629721462726593,normal,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.03
600,0.4751341126533772,-0.01990913413465023,0.03462696820497513,0.014717834070324898,0.007581070065498352,0.0009653475135564804,0.0059512220323085785,0.00022019445896148682,0.030047519132494926,0.02982732467353344,0.04167316108942032,0.029924776405096054,0.3834218978881836,0.5865306854248047,0.030047519132494926,0.9720857739448547,0.38347819447517395,0.5864593982696533,0.030062485486268997,0.9751684665679932,0.4946151060873497,0.6282623410224915,0.6191980242729187,0.6237790584564209,0.9640626907348633,0.9720857739448547,0.9870359301567078,0.5995798707008362,0.07165388762950897,0.33845973014831543,0.0,0.0,0.0,0.509017288684845,0.49098271131515503,normal,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.03
800,0.41000206261362027,-0.07279137009754777,0.0910048633813858,0.018213493283838034,0.01454675942659378,0.0008719200268387794,0.002601273823529482,0.00019354000687599182,0.029853979125618935,0.030047519132494926,0.057685237377882004,0.029774261638522148,0.3601146340370178,0.6100313663482666,0.029853979125618935,0.9773695468902588,0.36047491431236267,0.6096208095550537,0.029904305934906006,0.9807061553001404,0.4751341126533772,0.6271767616271973,0.5315102338790894,0.5817223191261292,0.9723579287528992,0.9773695468902588,0.98714679479599,0.5632638335227966,0.05710712820291519,0.32277145981788635,0.0,0.0,0.0,0.5658776760101318,0.43412232398986816,normal,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.03
1000,0.39822890162592084,-0.08257003361359239,0.08724644780158997,0.00467641418799758,0.0016648955643177032,0.0012448709458112717,0.0013972274027764797,0.00036942027509212494,0.03022339940071106,0.029853979125618935,0.03845331445336342,0.030161572620272636,0.3434896171092987,0.6262869834899902,0.03022339940071106,0.9785814881324768,0.3440124988555908,0.6256860494613647,0.030301431193947792,0.9821128845214844,0.41000206261362027,0.6269027590751648,0.6186937689781189,0.623537003993988,0.9761105179786682,0.9785814881324768,0.9875579476356506,0.5397730469703674,0.05544223263859749,0.3411964178085327,0.0,0.0,0.0,0.5931826531887054,0.40681734681129456,normal,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.03
1200,0.46786365867172824,-0.025744562270119786,0.02787609212100506,0.002131529850885272,0.00122002512216568,0.00021613016724586487,0.0005594666581600904,0.00013590790331363678,0.030087491497397423,0.03022339940071106,0.03687729313969612,0.029937593266367912,0.333761990070343,0.636150598526001,0.030087491497397423,0.9808173775672913,0.3342766761779785,0.6355422139167786,0.030181141570210457,0.9840015769004822,0.39822890162592084,0.6258437037467957,0.6437168121337891,0.6329613327980042,0.9773964881896973,0.9808173775672913,0.9880593419075012,0.5305719971656799,0.05422220751643181,0.3408757448196411,0.0,0.0,0.0,0.5950041711330414,0.4049958288669586,normal,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.03
1250,0.48816827247377836,-0.009467149357078597,0.010362706147134304,0.0008955567900557071,8.608773350715637e-05,0.0006975987926125526,1.3062526704743505e-05,9.880773723125458e-05,0.029988683760166168,0.030087491497397423,0.036456119269132614,0.029904190450906754,0.3341001570224762,0.635911226272583,0.029988683760166168,0.9813957810401917,0.33459562063217163,0.6353200674057007,0.030084336176514626,0.984577476978302,0.46786365867172824,0.6300117373466492,0.6540774703025818,0.64127117395401,0.9768028259277344,0.9813957810401917,0.9886656999588013,0.5411516427993774,0.05413611978292465,0.31329476833343506,0.0,0.0,0.0,0.5227930843830109,0.47720691561698914,normal,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.03
1300,0.45693894492200704,-0.03453439433360472,0.04295630380511284,0.008421909471508116,0.00835922360420227,1.6801990568637848e-05,1.9574014004319906e-05,2.6309862732887268e-05,0.02996237389743328,0.029988683760166168,0.04282071068882942,0.03001885674893856,0.3322840631008148,0.6377536058425903,0.02996237762272358,0.9805344939231873,0.33272862434387207,0.6372120380401611,0.03005940094590187,0.9836064577102661,0.48816827247377836,0.6280372738838196,0.6111211776733398,0.6197793483734131,0.976755678653717,0.9805344939231873,0.9887356162071228,0.5405714511871338,0.04577689617872238,0.2990284562110901,0.0,0.0,0.0,0.5186513066291809,0.4813486933708191,normal,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.03
1350,0.47712711730420715,-0.018311086343601346,0.02829480916261673,0.009983722819015384,0.009497784078121185,0.0003649299032986164,3.8111815229058266e-05,8.289702236652374e-05,0.030045270919799805,0.02996237389743328,0.032899923622608185,0.02996806427836418,0.33002686500549316,0.6399279832839966,0.030045270919799805,0.9835191965103149,0.330416738986969,0.6394397020339966,0.030143646523356438,0.986656129360199,0.45693894492200704,0.6276605129241943,0.6394160389900208,0.6330320239067078,0.977350115776062,0.9835191965103149,0.9890674352645874,0.5354354381561279,0.05527468025684357,0.3160313367843628,0.0,0.0,0.0,0.5384529232978821,0.4615470767021179,normal,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.03
1400,0.4631610701859837,-0.02952464553527534,0.029648903757333755,0.0001242582220584154,6.633251905441284e-05,3.0063092708587646e-06,5.122949369251728e-05,3.689900040626526e-06,0.030041581019759178,0.030045270919799805,0.03184409812092781,0.029975689947605133,0.32916808128356934,0.6407903432846069,0.030041581019759178,0.984271228313446,0.3295214772224426,0.6403374671936035,0.0301410723477602,0.9872539043426514,0.47712711730420715,0.6266340613365173,0.6098009943962097,0.618602454662323,0.9771490097045898,0.984271228313446,0.9892148375511169,0.5372582077980042,0.05534101277589798,0.3073224127292633,0.0,0.0,0.0,0.5296615362167358,0.47033846378326416,normal,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.03
