epoch,alpha_used_pt,I_PC1_mean,I_PC2_mean,I_PC1_var,I_PC2_var,EVR_in_epoch_PC1,EVR_in_epoch_PC2,eff_rank_I,slot1_norm_mean,slot2_norm_mean,slot3_norm_mean,slot1_norm_std,slot2_norm_std,slot3_norm_std
600,0.605385799229224,-0.17135286331176758,-0.30713364481925964,10.803000450134277,0.7346304059028625,0.9199094772338867,0.06255608797073364,78.4674205613209,5.303468704223633,5.326754093170166,4.062654495239258,0.5391350984573364,0.4752069413661957,0.31223389506340027
800,0.5869600614294009,-0.04075504094362259,0.003222016617655754,10.567339897155762,0.7356274724006653,0.9196446537971497,0.06401950865983963,77.93588237000169,5.2945146560668945,5.4732255935668945,4.405925750732422,0.5626299977302551,0.4673745036125183,0.36108529567718506
1000,0.5093528561483388,0.04138215258717537,0.10463422536849976,10.396002769470215,0.7133510112762451,0.9179790019989014,0.0629897192120552,77.36557969097672,5.233359336853027,5.385293960571289,4.696098804473877,0.5737524032592773,0.4343758225440979,0.3982139825820923
1200,0.5140855481604467,0.1707225888967514,0.1992773711681366,10.241665840148926,0.7122851014137268,0.9139002561569214,0.06355973333120346,77.2766831308443,5.238393783569336,5.332973480224609,4.912529945373535,0.5991781949996948,0.42795857787132263,0.43484675884246826
