epoch,alpha,epsilon,dC,dM,d_cf,d_mono,d_att,d_self,self_f,self_g,Val_sem,self_mass,env_sum_tr,I_sum_tr,self_m_tr,corr_tr,env_sum_val,I_sum_val,self_m_val,corr_val,alpha_used,y_stat_mean,y_sem_mean,y_mix_mean,corr_stat,corr_sem,corr_mix,cf_s0_stat_mean,cf_s0_sem_mean,cf_s0_mix_mean,cf_p0_stat_mean,cf_p0_sem_mean,cf_p0_mix_mean,contrib_stat,contrib_sem,eps_mode,eps_override,alpha_override,mul_real,mul_sem,mul_cf,mul_mono,mul_cos,mul_ent,mul_env,mul_self,self_target
200,0.5,0.04628991149365902,0.22436301410198212,0.27065292559564114,0.07790976762771606,0.00030121393501758575,0.0801650807261467,0.11227686330676079,0.03004123643040657,0.14231809973716736,0.02081802859902382,0.02965410426259041,0.35350891947746277,0.6164498925209045,0.03004123643040657,0.9781649708747864,0.35483816266059875,0.6148999929428101,0.030261896550655365,0.9793905019760132,0.5,0.6334002017974854,0.6151793599128723,0.6242897510528564,0.9751273989677429,0.9781649708747864,0.9806100726127625,0.5491754412651062,0.4694865047931671,0.5093309283256531,0.0,0.0,0.0,0.5072965919971466,0.4927034080028534,alpha_override,,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.03
400,0.5,-0.005294462665915489,0.05986498296260834,0.05457052029669285,0.04994511604309082,0.0007654549553990364,0.0038146870210766792,4.5262277126312256e-05,0.029995974153280258,0.03004123643040657,0.010907960124313831,0.030204780399799347,0.3280945122241974,0.6419095396995544,0.029995974153280258,0.9845540523529053,0.32893460988998413,0.6408724188804626,0.030193021520972252,0.9861459732055664,0.5,0.6239024996757507,0.644636869430542,0.634269654750824,0.9738325476646423,0.9845540523529053,0.9886782765388489,0.5529250502586365,0.4195413887500763,0.4862332344055176,0.0,0.0,0.0,0.49182748794555664,0.5081725120544434,alpha_override,,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.03
600,0.5,-0.013995211338624358,0.020157460123300552,0.006162248784676194,0.0037201642990112305,0.0011622481979429722,0.0011383423116058111,0.00014149397611618042,0.029854480177164078,0.029995974153280258,0.007480836473405361,0.030107686296105385,0.313811719417572,0.6563338041305542,0.029854480177164078,0.9882742166519165,0.3143036663532257,0.6556689739227295,0.03002738766372204,0.9896670579910278,0.5,0.6221180558204651,0.6289854645729065,0.625551700592041,0.976205587387085,0.9882742166519165,0.9903619289398193,0.5395082235336304,0.41582122445106506,0.4776647090911865,0.0,0.0,0.0,0.49725544452667236,0.5027445554733276,alpha_override,,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.03
800,0.5,-0.00096922367811203,0.04292208328843117,0.04195285961031914,0.04092368483543396,0.0005179168656468391,0.00019206944853067398,0.0003191884607076645,0.030173668637871742,0.029854480177164078,0.009283001534640789,0.030192986130714417,0.31086552143096924,0.6589608788490295,0.030173668637871742,0.9907889366149902,0.31120264530181885,0.6584677696228027,0.030329681932926178,0.9920101165771484,0.5,0.6180824637413025,0.5860633254051208,0.6020728945732117,0.9792968034744263,0.9907889366149902,0.9917062520980835,0.5175523161888123,0.3748975396156311,0.4462248980998993,0.0,0.0,0.0,0.5132953822612762,0.48670461773872375,alpha_override,,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.03
1000,0.5,-0.027186088729649782,0.0468650758266449,0.019678987096995115,0.01958608627319336,0.0,4.678918048739433e-05,4.611164331436157e-05,0.03012755699455738,0.030173668637871742,0.005697919987142086,0.02997402660548687,0.3088311553001404,0.6610413193702698,0.03012755699455738,0.9921491146087646,0.309088796377182,0.6606359481811523,0.030275268480181694,0.9931180477142334,0.5,0.6214017868041992,0.6322237253189087,0.6268126964569092,0.981891930103302,0.9921491146087646,0.9930866956710815,0.5025613307952881,0.39448362588882446,0.4485224783420563,0.0,0.0,0.0,0.4956837296485901,0.5043162703514099,alpha_override,,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.03
1200,0.5,-0.011961525063270528,0.023660719394683838,0.01169919433141331,0.011525213718414307,2.3390166461467743e-06,2.7688928639690857e-05,0.00014395266771316528,0.029983604326844215,0.03012755699455738,0.007283743470907211,0.030063804239034653,0.3077523112297058,0.6622641086578369,0.029983604326844215,0.9923128485679626,0.30793875455856323,0.6619315147399902,0.030129726976156235,0.9931026697158813,0.5,0.6237783432006836,0.6556000113487244,0.6396892070770264,0.9839726090431213,0.9923128485679626,0.9935077428817749,0.4930579960346222,0.40600883960723877,0.4495334029197693,0.0,0.0,0.0,0.4875636696815491,0.5124363303184509,alpha_override,,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.03
1225,0.5,-0.022200514446012676,0.035858120769262314,0.013657606323249638,0.013219058513641357,0.00033080996945500374,3.375730011612177e-05,7.398054003715515e-05,0.02990962378680706,0.029983604326844215,0.00594766391441226,0.0298701710999012,0.3075556457042694,0.6625348329544067,0.02990962378680706,0.9923078417778015,0.3077332377433777,0.6622111201286316,0.030055681243538857,0.9929945468902588,0.5,0.621312141418457,0.6197418570518494,0.6205270290374756,0.9842461347579956,0.9923078417778015,0.9935981631278992,0.48899057507514954,0.3927897810935974,0.44089019298553467,0.0,0.0,0.0,0.5006326735019684,0.4993673264980316,alpha_override,,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.03
1250,0.5,0.002117269206792116,0.006312353536486626,0.008429622743278742,0.007933855056762695,0.00017995620146393776,2.5698915123939514e-05,0.00029011256992816925,0.02961951121687889,0.02990962378680706,0.0064747631549835205,0.0297246091067791,0.30692529678344727,0.6634552478790283,0.02961951494216919,0.9924173951148987,0.3070950210094452,0.6631395816802979,0.029765469953417778,0.9931237101554871,0.5,0.6205264925956726,0.6143441200256348,0.6174353361129761,0.9845094084739685,0.9924173951148987,0.9935359358787537,0.48649531602859497,0.3848559260368347,0.43567562103271484,0.0,0.0,0.0,0.5025032758712769,0.49749672412872314,alpha_override,,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.03
1275,0.5,-0.000857022125273943,0.004301116336137056,0.0034440942108631134,0.002835214138031006,0.00021518440917134285,2.7236994355916977e-05,0.0003664586693048477,0.02998596988618374,0.02961951121687889,0.006381189916282892,0.03008066676557064,0.3075982332229614,0.6624158620834351,0.02998596988618374,0.9923222661018372,0.30775773525238037,0.6621100306510925,0.030132276937365532,0.9929834008216858,0.5,0.6208238005638123,0.6132234334945679,0.6170235872268677,0.9847575426101685,0.9923222661018372,0.9936830401420593,0.4847439229488373,0.3876911401748657,0.4362175166606903,0.0,0.0,0.0,0.5030794143676758,0.4969205856323242,alpha_override,,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.03
1300,0.5,-0.0018421565764583647,0.00283327279612422,0.0009911162196658552,0.0007188618183135986,0.00022393325343728065,2.535467501729727e-06,4.5785680413246155e-05,0.029940184205770493,0.02998596988618374,0.006254138890653849,0.02996174804866314,0.30728262662887573,0.6627772450447083,0.029940184205770493,0.9923719167709351,0.3074341416358948,0.6624793410301208,0.030086548998951912,0.9930265545845032,0.5,0.6214966177940369,0.6160526275634766,0.6187745928764343,0.9849972128868103,0.9923719167709351,0.9937236309051514,0.48333975672721863,0.3884100019931793,0.43587490916252136,0.0,0.0,0.0,0.5021995306015015,0.49780046939849854,alpha_override,,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.03
