pre_epoch,event_epoch,Xprev__prof__attn_mass_0_2_island0,Xprev__prof__attn_mass_0_2_island1,Xprev__prof__attn_mass_3_5_island0,Xprev__prof__attn_mass_3_5_island1,Xprev__prof__attn_mean_3_island0,Xprev__prof__attn_mean_3_island1,Xprev__prof__attn_mean_4_island0,Xprev__prof__attn_mean_4_island1,Xprev__prof__attn_mean_5_island0,Xprev__prof__attn_mean_5_island1,Xprev__prof__delta_ratio_sun_over_plant_island0,Xprev__prof__delta_ratio_sun_over_plant_island1,Xprev__prof__y_mix_std_island0,Xprev__prof__y_mix_std_island1,Xprev__prof__attn_mean_3_diff_0_minus_1,Xprev__prof__attn_mean_4_diff_0_minus_1,Xprev__prof__attn_mean_5_diff_0_minus_1,Xprev__prof__attn_mass_0_2_diff_0_minus_1,Xprev__prof__attn_mass_3_5_diff_0_minus_1,Xprev__prof__y_mix_std_diff_0_minus_1,Xprev__prof__delta_ratio_sun_over_plant_diff_0_minus_1,Xprev__env__err_abs_mean_island0,Xprev__env__err_abs_mean_island1,Xprev__env__err_abs_p90_island0,Xprev__env__err_abs_p90_island1,Xprev__env__err_signed_max_island0,Xprev__env__err_signed_max_island1,Xprev__env__err_signed_mean_island0,Xprev__env__err_signed_mean_island1,Xprev__env__err_signed_min_island0,Xprev__env__err_signed_min_island1,Xprev__env__plant_mean_island0,Xprev__env__plant_mean_island1,Xprev__env__sun_mean_island0,Xprev__env__sun_mean_island1,Xprev__env__water_mean_island0,Xprev__env__water_mean_island1,Xprev__env__err_abs_mean_diff_0_minus_1,Xprev__env__err_abs_p90_diff_0_minus_1,Xprev__env__err_signed_mean_diff_0_minus_1,Xprev__env__err_signed_min_diff_0_minus_1,Xprev__env__err_signed_max_diff_0_minus_1,Xprev__env__plant_mean_diff_0_minus_1,Xprev__env__sun_mean_diff_0_minus_1,Xprev__env__water_mean_diff_0_minus_1
0,200,0.4320507645606994,0.4313357472419739,0.4256836771965027,0.4263172447681427,0.1425510942935943,0.1428613364696502,0.1434829533100128,0.142591506242752,0.1396496444940567,0.1408644020557403,0.0059763820937813,0.0,0.0022899822797626,0.0,-0.0003102421760559082,0.0008914470672607977,-0.0012147575616835993,0.0007150173187255304,-0.0006335675716400146,0.0022899822797626,0.0059763820937813,0.2585973230464813,0.0,0.3578719139099121,0.0,0.6349954009056091,0.0,-0.2317065822487322,0.0,-0.4436671137809753,0.0,1.0,0.0,0.4992347999147354,0.4854807201221849,0.5079875875144936,0.5045703392057024,0.2585973230464813,0.3578719139099121,-0.2317065822487322,-0.4436671137809753,0.6349954009056091,1.0,0.0137540797925505,0.0034172483087911987
