dist_metric,n_windows_compared,overall_mean_agree_frac,agree_with_run1_run2,agree_with_run1_run3,agree_with_run1_run4,agree_with_run1_run5
cityblock,6,0.9,0.6666666666666666,0.8333333333333334,1.0,1.0
