epoch,alpha,epsilon,dC,dM,d_cf,d_mono,d_att,d_self,self_f,self_g,Val_sem,self_mass,env_sum_tr,I_sum_tr,self_m_tr,corr_tr,env_sum_val,I_sum_val,self_m_val,corr_val,alpha_used,y_stat_mean,y_sem_mean,y_mix_mean,corr_stat,corr_sem,corr_mix,cf_s0_stat_mean,cf_s0_sem_mean,cf_s0_mix_mean,cf_p0_stat_mean,cf_p0_sem_mean,cf_p0_mix_mean,contrib_stat,contrib_sem,eps_mode,eps_override,alpha_override,mul_real,mul_sem,mul_cf,mul_mono,mul_cos,mul_ent,mul_env,mul_self,self_target
1325,0.5,-0.04760167223139433,0.06557165086269379,0.017969978631299455,0.015000324696302414,0.0026005911640822887,2.868672163458541e-05,0.0003403760492801666,0.02978842332959175,0.030128799378871918,0.034758061170578,0.029980765655636787,0.1593259572982788,0.8108856678009033,0.02978842332959175,0.9804224967956543,0.15926484763622284,0.8110299706459045,0.02970528043806553,0.9837964177131653,0.5,0.6279757022857666,0.6723935604095459,0.6501845717430115,0.9732672572135925,0.9804224967956543,0.9883604049682617,0.5616238117218018,0.06024187058210373,0.31093284487724304,0.0,0.0,0.0,0.4829210638999939,0.5170789361000061,alpha_override,,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.03
1350,0.5,-0.013283210340887308,0.022292817011475563,0.009009606670588255,0.007913898676633835,0.0008002035319805145,3.879424184560776e-06,0.0002916250377893448,0.030080048367381096,0.02978842332959175,0.038837235420942307,0.030113425105810165,0.1591915786266327,0.8107284307479858,0.030080048367381096,0.978609025478363,0.15912935137748718,0.8108725547790527,0.0299981702119112,0.9817923903465271,0.5,0.6269321441650391,0.6501007676124573,0.6385164260864258,0.9734264612197876,0.978609025478363,0.9882646799087524,0.559792697429657,0.052327971905469894,0.3060603439807892,0.0,0.0,0.0,0.4909287095069885,0.5090712904930115,alpha_override,,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.03
1375,0.5,-0.021020226151449606,0.023743947967886925,0.002723721816437319,0.0025740601122379303,3.0580442398786545e-05,1.6371282981708646e-05,0.00010270997881889343,0.029977338388562202,0.030080048367381096,0.0357581302523613,0.029818426817655563,0.15781331062316895,0.8122093677520752,0.029977338388562202,0.979329526424408,0.15775896608829498,0.812343955039978,0.029897073283791542,0.9824960231781006,0.5,0.6263070106506348,0.6270949840545654,0.6267009973526001,0.9735696315765381,0.979329526424408,0.9882243275642395,0.558426022529602,0.054902032017707825,0.30666404962539673,0.0,0.0,0.0,0.4996856451034546,0.5003143548965454,alpha_override,,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.03
1400,0.5,-0.017249340540729463,0.023701917380094528,0.006452576839365065,0.006074786186218262,0.00035099033266305923,1.3495446182787418e-05,1.3304874300956726e-05,0.029964033514261246,0.029977338388562202,0.036366574466228485,0.03000553697347641,0.1567845642566681,0.8132514357566833,0.029964033514261246,0.9799565672874451,0.1567298173904419,0.8133861422538757,0.029884053394198418,0.9835712909698486,0.5,0.6279574632644653,0.6251837015151978,0.6265705823898315,0.9736318588256836,0.9799565672874451,0.9879159927368164,0.5595842003822327,0.04882724583148956,0.3042057156562805,0.0,0.0,0.0,0.5011067092418671,0.49889329075813293,alpha_override,,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.03
1425,0.5,-0.01599938567960635,0.017882810905575752,0.001883425225969404,0.0017581917345523834,1.527508720755577e-05,3.118941094726324e-06,0.00010683946311473846,0.030070872977375984,0.029964033514261246,0.03985528647899628,0.03010883927345276,0.15647929906845093,0.8134498596191406,0.030070872977375984,0.9793916940689087,0.15642999112606049,0.8135772943496704,0.02999272756278515,0.9827073216438293,0.5,0.6263276934623718,0.6160730719566345,0.6212003827095032,0.9737392067909241,0.9793916940689087,0.9881625175476074,0.5575346946716309,0.04706905409693718,0.302301824092865,0.0,0.0,0.0,0.5041269361972809,0.4958730638027191,alpha_override,,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.03
1450,0.5,-0.0031707294983789325,0.0036096940748393536,0.0004389645764604211,0.00010348483920097351,0.00024279998615384102,1.5936908312141895e-05,7.674284279346466e-05,0.02999413013458252,0.030070872977375984,0.0398130863904953,0.03004051372408867,0.15517091751098633,0.8148350119590759,0.029994133859872818,0.9798888564109802,0.15512177348136902,0.8149611949920654,0.029917068779468536,0.9831265807151794,0.5,0.625585675239563,0.61467444896698,0.6201301217079163,0.973874568939209,0.9798888564109802,0.9884141683578491,0.5560881495475769,0.04717253893613815,0.3016303777694702,0.0,0.0,0.0,0.504398763179779,0.49560123682022095,alpha_override,,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.03
1475,0.5,-0.009031299618072808,0.010531432926654816,0.0015001333085820079,0.0006245337426662445,0.0007935827597975731,1.382164191454649e-05,6.81951642036438e-05,0.029925934970378876,0.02999413013458252,0.03953966125845909,0.029770024120807648,0.15450596809387207,0.815568208694458,0.029925934970378876,0.9803464412689209,0.15446627140045166,0.8156830072402954,0.029850773513317108,0.9835050702095032,0.5,0.6257098913192749,0.6045109629631042,0.6151103973388672,0.9739578366279602,0.9803464412689209,0.9882596135139465,0.5557426810264587,0.0477970726788044,0.30176985263824463,0.0,0.0,0.0,0.5086158812046051,0.4913841187953949,alpha_override,,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.03
1500,0.5,-0.04939506220398471,0.05215062201023102,0.0027555598062463105,0.0024056360125541687,0.0003266511484980583,6.480899173766375e-06,1.6791746020317078e-05,0.029942726716399193,0.029925934970378876,0.03987414017319679,0.030094077810645103,0.1541893482208252,0.8158680200576782,0.02994273044168949,0.9791240692138672,0.15414191782474518,0.8159909248352051,0.029867203906178474,0.9821284413337708,0.5,0.6261734962463379,0.6566615700721741,0.6414175629615784,0.9740774035453796,0.9791240692138672,0.9884747266769409,0.5554540157318115,0.050202708691358566,0.3028283417224884,0.0,0.0,0.0,0.48811691999435425,0.5118830800056458,alpha_override,,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.03
1525,0.5,-0.015990289364708588,0.016758212819695473,0.0007679234549868852,0.0002409219741821289,0.000331963412463665,2.1332234609872103e-06,0.00019290484488010406,0.030135631561279297,0.029942726716399193,0.03833603858947754,0.030267875641584396,0.15365302562713623,0.8162113428115845,0.030135631561279297,0.9797558188438416,0.1536119282245636,0.8163262605667114,0.030061829835176468,0.9828066825866699,0.5,0.6255980730056763,0.6402994394302368,0.6329487562179565,0.9741360545158386,0.9797558188438416,0.9884413480758667,0.5546290278434753,0.04996178671717644,0.302295446395874,0.0,0.0,0.0,0.49419331550598145,0.5058066844940186,alpha_override,,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.03
1550,0.5,-0.03350061742821708,0.0388026125729084,0.005301995144691318,0.0042825788259506226,0.0008471207693219185,1.8716731574386358e-05,0.00015357881784439087,0.029982052743434906,0.030135631561279297,0.041864968836307526,0.029901104047894478,0.15257953107357025,0.8174384832382202,0.029982052743434906,0.9804999828338623,0.15254558622837067,0.8175445795059204,0.029909824952483177,0.9835646748542786,0.5,0.6244657039642334,0.6014968752861023,0.612981379032135,0.9741427302360535,0.9804999828338623,0.9884881973266602,0.5536654591560364,0.045679207891225815,0.29967233538627625,0.0,0.0,0.0,0.5093677043914795,0.4906322956085205,alpha_override,,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.03
1575,0.5,-0.05351230350788683,0.06719273328781128,0.013680429779924452,0.01324218139052391,0.00034859543666243553,1.0611605830490589e-05,7.904134690761566e-05,0.03006109409034252,0.029982052743434906,0.03353079408407211,0.030103711411356926,0.1519167721271515,0.8180221915245056,0.03006109409034252,0.9825044870376587,0.15187615156173706,0.8181346654891968,0.02998924069106579,0.9854731559753418,0.5,0.6256176829338074,0.6686896085739136,0.6471536159515381,0.9742434620857239,0.9825044870376587,0.9892076253890991,0.5540986657142639,0.058921389281749725,0.3065100610256195,0.0,0.0,0.0,0.48336100578308105,0.516638994216919,alpha_override,,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.03
1600,0.5,-0.030532809090800583,0.03943230211734772,0.008899493026547134,0.007653664797544479,0.0012248116545379162,3.924942575395107e-06,1.7091631889343262e-05,0.03004400245845318,0.03006109409034252,0.0330234095454216,0.03004985861480236,0.1513863205909729,0.8185697793960571,0.03004400245845318,0.9820730686187744,0.15135081112384796,0.8186756372451782,0.02997353859245777,0.9853532314300537,0.5,0.6252379417419434,0.6292886137962341,0.6272632479667664,0.9743461608886719,0.9820730686187744,0.9885583519935608,0.5531506538391113,0.051267724484205246,0.30220916867256165,0.0,0.0,0.0,0.49838560819625854,0.5016143918037415,alpha_override,,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.03
1625,0.5,-0.012678991777647752,0.015385471284389496,0.0027064795067417435,0.0009539797902107239,0.0015302952378988266,1.817964221118018e-05,0.00020402483642101288,0.029839977622032166,0.03004400245845318,0.03414909541606903,0.03002922795712948,0.14998947083950043,0.8201706409454346,0.029839977622032166,0.9818534255027771,0.1499585509300232,0.8202705383300781,0.02977096661925316,0.9848688840866089,0.5,0.6252807378768921,0.6413470506668091,0.6333138942718506,0.9744397401809692,0.9818534255027771,0.9887034893035889,0.552635133266449,0.05222170427441597,0.3024284243583679,0.0,0.0,0.0,0.49365782737731934,0.5063421726226807,alpha_override,,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.03
1650,0.5,-0.013160277754650451,0.01670764572918415,0.0035473679745336995,0.0026999525725841522,0.0007268437184393406,5.789901479147375e-06,0.00011478178203105927,0.029954759404063225,0.029839977622032166,0.03828717768192291,0.02981274016201496,0.1502913534641266,0.8197540044784546,0.029954759404063225,0.9811232686042786,0.1502537727355957,0.819861114025116,0.02988513931632042,0.9841010570526123,0.5,0.6264472603797913,0.6574605703353882,0.6419538259506226,0.9745039939880371,0.9811232686042786,0.9889213442802429,0.5533161163330078,0.04952175170183182,0.3014189302921295,0.0,0.0,0.0,0.4879223108291626,0.5120776891708374,alpha_override,,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.03
1675,0.5,-0.025711282971315086,0.027007946744561195,0.0012966637732461095,6.957724690437317e-05,0.0011109085753560066,9.677605703473091e-07,0.00011521019041538239,0.030069969594478607,0.029954759404063225,0.03407092019915581,0.03011336550116539,0.15015876293182373,0.8197713494300842,0.030069973319768906,0.9827603697776794,0.15011972188949585,0.8198796510696411,0.030000673606991768,0.985916793346405,0.5,0.6264060139656067,0.6340353488922119,0.6302207112312317,0.9746127724647522,0.9827603697776794,0.9889670014381409,0.5526028275489807,0.049452174454927444,0.30102747678756714,0.0,0.0,0.0,0.49697351455688477,0.5030264854431152,alpha_override,,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.03
1700,0.5,-0.01819690875709057,0.02027207612991333,0.0020751673728227615,0.0016398169100284576,0.00028694840148091316,3.286777064204216e-05,0.00011553429067134857,0.02995443530380726,0.030069969594478607,0.0378006249666214,0.030004294589161873,0.14897744357585907,0.8210681676864624,0.02995443530380726,0.9808380603790283,0.14894360303878784,0.821169912815094,0.029886510223150253,0.9838637113571167,0.5,0.6250676512718201,0.6455920934677124,0.6353298425674438,0.9747386574745178,0.9808380603790283,0.9886310696601868,0.5506103038787842,0.04781235754489899,0.299211323261261,0.0,0.0,0.0,0.4919236898422241,0.5080763101577759,alpha_override,,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.03
1725,0.5,-0.028277990175411105,0.03728017210960388,0.009002181934192777,0.005978669971227646,0.0029229382053017616,9.782635606825352e-05,2.7474015951156616e-06,0.029957182705402374,0.02995443530380726,0.03200969099998474,0.030098343268036842,0.1491757482290268,0.8208670616149902,0.029957182705402374,0.9836410880088806,0.14914380013942719,0.8209671378135681,0.02988913096487522,0.9865372776985168,0.5,0.6250298023223877,0.613914430141449,0.6194722056388855,0.9747932553291321,0.9836410880088806,0.9891292452812195,0.5502822399139404,0.05379102751612663,0.30203667283058167,0.0,0.0,0.0,0.5044858455657959,0.4955141544342041,alpha_override,,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.03
1750,0.5,-0.004336546408012509,0.011539846658706665,0.007203300250694156,0.00585097074508667,0.0012043258175253868,3.1817471608519554e-05,0.0001161862164735794,0.030073368921875954,0.029957182705402374,0.03432478383183479,0.029924282804131508,0.1488955318927765,0.8210310935974121,0.030073368921875954,0.9832072854042053,0.14885969460010529,0.8211344480514526,0.03000585176050663,0.986329972743988,0.5,0.625369668006897,0.6211099028587341,0.6232397556304932,0.9748357534408569,0.9832072854042053,0.9890236854553223,0.5503665804862976,0.04794005677103996,0.2991533577442169,0.0,0.0,0.0,0.5017086863517761,0.4982913136482239,alpha_override,,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.03
1775,0.5,-0.014488389308098704,0.015305169858038425,0.0008167805499397218,0.00029473379254341125,0.0004739374853670597,5.944573786109686e-06,4.2164698243141174e-05,0.030115533620119095,0.030073368921875954,0.03565547615289688,0.02993597462773323,0.1482093632221222,0.8216751217842102,0.030115533620119095,0.9834833741188049,0.1481771171092987,0.8217739462852478,0.030048970133066177,0.9864574670791626,0.5,0.6241796016693115,0.6058231592178345,0.615001380443573,0.974955141544342,0.9834833741188049,0.9891653060913086,0.5485302805900574,0.048234790563583374,0.2983825206756592,0.0,0.0,0.0,0.5074619650840759,0.4925380349159241,alpha_override,,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.03
1800,0.5,-0.08022352744592354,0.08964589238166809,0.009422364935744554,0.008828606456518173,0.0004111044108867645,7.222697604447603e-06,0.00017543137073516846,0.029940102249383926,0.030115533620119095,0.06430342048406601,0.029768329113721848,0.14736971259117126,0.8226901888847351,0.029940102249383926,0.9834530353546143,0.1473364233970642,0.8227906227111816,0.029873089864850044,0.9866214990615845,0.5,0.6214860081672668,0.5161772966384888,0.5688315629959106,0.9751085042953491,0.9834530353546143,0.9885714650154114,0.5451058149337769,0.0394061841070652,0.2922559976577759,0.0,0.0,0.0,0.5462829172611237,0.45371708273887634,alpha_override,,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.03
1825,0.5,-0.13525909060263075,0.14484648406505585,0.009587393462425098,0.009385183453559875,0.0001399707980453968,2.089966437779367e-05,4.133954644203186e-05,0.029898762702941895,0.029940102249383926,0.035252004861831665,0.030058441683650017,0.14763331413269043,0.8224679231643677,0.029898762702941895,0.9831766486167908,0.14759421348571777,0.8225736618041992,0.029832161962985992,0.9862344861030579,0.5,0.6258223056793213,0.661023736000061,0.6434230208396912,0.975126326084137,0.9831766486167908,0.989063024520874,0.5488957762718201,0.048791367560625076,0.2988435626029968,0.0,0.0,0.0,0.4863225817680359,0.5136774182319641,alpha_override,,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.03
1850,0.5,-0.01787116378545761,0.022477246820926666,0.004606083035469055,0.004021171480417252,0.0003631226718425751,6.731599569320679e-06,0.00021505728363990784,0.030113819986581802,0.029898762702941895,0.03434186056256294,0.02998396009206772,0.14777302742004395,0.8221131563186646,0.030113819986581802,0.9833454489707947,0.14773008227348328,0.8222230672836304,0.030046911910176277,0.9865721464157104,0.5,0.6262416243553162,0.6395391225814819,0.6328903436660767,0.9752046465873718,0.9833454489707947,0.9889184832572937,0.54875648021698,0.044770196080207825,0.2967633306980133,0.0,0.0,0.0,0.4947472810745239,0.5052527189254761,alpha_override,,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.03
1875,0.5,-0.0002329484559595585,0.004764623939990997,0.004531675484031439,0.0038409940898418427,0.0005970839411020279,1.0264571756124496e-05,8.333288133144379e-05,0.03003048710525036,0.030113819986581802,0.032954439520835876,0.030038001015782356,0.14691618084907532,0.8230533599853516,0.03003048710525036,0.9841484427452087,0.14687715470790863,0.823158860206604,0.029964037239551544,0.9872245788574219,0.5,0.6248242855072021,0.6356163620948792,0.6302202939987183,0.9753165245056152,0.9841484427452087,0.9893046617507935,0.5467422008514404,0.04861119017004967,0.297676682472229,0.0,0.0,0.0,0.49571889638900757,0.5042811036109924,alpha_override,,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.03
1900,0.5,-0.033620329457335174,0.04047885164618492,0.006858522188849747,0.005124509334564209,0.001663200557231903,9.724986739456654e-06,6.108731031417847e-05,0.02996939979493618,0.03003048710525036,0.037736453115940094,0.02992093376815319,0.14622725546360016,0.8238034248352051,0.02996939979493618,0.9838618040084839,0.14618997275829315,0.8239068984985352,0.02990315854549408,0.9869786500930786,0.5,0.624267578125,0.5951374769210815,0.609702467918396,0.9754227995872498,0.9838618040084839,0.9890931844711304,0.5455172657966614,0.04348668083548546,0.2945019602775574,0.0,0.0,0.0,0.5119443833827972,0.48805561661720276,alpha_override,,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.03
1925,0.5,-0.043463313253596425,0.04447503015398979,0.0010117169003933668,0.0008908919990062714,0.00010526087135076523,4.781177267432213e-06,1.078285276889801e-05,0.029958616942167282,0.02996939979493618,0.035767123103141785,0.030066542327404022,0.14623668789863586,0.8238047361373901,0.029958616942167282,0.9830542802810669,0.14619511365890503,0.8239126205444336,0.029892336577177048,0.986227810382843,0.5,0.625103771686554,0.6396124362945557,0.632358193397522,0.9754689931869507,0.9830542802810669,0.9889311790466309,0.5459954142570496,0.04437757283449173,0.29518648982048035,0.0,0.0,0.0,0.49426406621932983,0.5057359337806702,alpha_override,,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.03
1950,0.5,-0.011710709382896312,0.013751024380326271,0.0020403149974299595,0.00032255426049232483,0.001605249010026455,1.6042467905208468e-06,0.00011090748012065887,0.03006952442228794,0.029958616942167282,0.03399014100432396,0.030048856511712074,0.14586785435676575,0.824062705039978,0.03006952442228794,0.9840272068977356,0.14582541584968567,0.8241708278656006,0.030003804713487625,0.9872207045555115,0.5,0.6246472597122192,0.6291301846504211,0.6268886923789978,0.9755573868751526,0.9840272068977356,0.9891089797019958,0.5449810028076172,0.044700127094984055,0.2948405146598816,0.0,0.0,0.0,0.4982122778892517,0.5017877221107483,alpha_override,,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.03
1975,0.5,-0.013394298206549138,0.014895368367433548,0.0015010701608844101,0.0007962808012962341,0.0005094539374113083,8.754257578402758e-06,0.00018658116459846497,0.029882943257689476,0.03006952442228794,0.03529806807637215,0.030007895082235336,0.1450156569480896,0.8251014947891235,0.029882946982979774,0.9840056300163269,0.14497193694114685,0.8252115249633789,0.02981657348573208,0.9871380925178528,0.5,0.6263010501861572,0.6440041661262512,0.6351526379585266,0.9756221771240234,0.9840056300163269,0.9892768263816833,0.5460197329521179,0.04390384629368782,0.2949618101119995,0.0,0.0,0.0,0.49303191900253296,0.506968080997467,alpha_override,,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.03
2000,0.5,-0.05609277286566794,0.05743392929434776,0.0013411564286798239,0.0005501210689544678,0.0006978833116590977,5.956040695309639e-06,8.719600737094879e-05,0.029970139265060425,0.029882943257689476,0.04293607547879219,0.02997540310025215,0.14542971551418304,0.8246002197265625,0.029970142990350723,0.9828080534934998,0.14538411796092987,0.8247119784355164,0.029903896152973175,0.9860165119171143,0.5,0.6268842816352844,0.7014381289482117,0.6641611456871033,0.975688099861145,0.9828080534934998,0.9889510273933411,0.5461069941520691,0.04445396736264229,0.29528048634529114,0.0,0.0,0.0,0.47193682193756104,0.528063178062439,alpha_override,,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.03
