epoch,island,n,plant_mean,plant_std,plant_min,plant_p10,plant_p25,plant_p50,plant_p75,plant_p90,plant_max,sun_mean,sun_std,sun_min,sun_p10,sun_p25,sun_p50,sun_p75,sun_p90,sun_max,water_mean,water_std,water_min,water_p10,water_p25,water_p50,water_p75,water_p90,water_max,err_abs_mean,err_abs_std,err_abs_min,err_abs_p10,err_abs_p25,err_abs_p50,err_abs_p75,err_abs_p90,err_abs_max,err_signed_mean,err_signed_std,err_signed_min,err_signed_p10,err_signed_p25,err_signed_p50,err_signed_p75,err_signed_p90,err_signed_max
1000,0,285,0.7298245614035088,0.44405030230333686,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.7114570540294313,0.1621680718246953,0.40162479877471924,0.5041729211807251,0.5713297724723816,0.7164892554283142,0.8492171168327332,0.9398048281669616,0.9994750022888184,0.49623305818490815,0.28944349525771884,0.001928091049194336,0.11821583509445191,0.25260746479034424,0.48385775089263916,0.7731781005859375,0.897455632686615,0.985252857208252,0.031924733990117124,0.03393626650423755,0.0,0.0,0.0,0.022826552391052246,0.050781846046447754,0.07886409759521484,0.20018541812896729,-0.007714708436999404,0.04594934274087569,-0.20018541812896729,-0.06406106948852539,-0.032692790031433105,0.0,0.01302790641784668,0.049435091018676755,0.13341766595840454
1000,1,227,0.5947136563876652,0.49094737324246807,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.222548536004474,0.13160249492830023,0.0075133442878723145,0.047249126434326175,0.10149282217025757,0.23729068040847778,0.3288189172744751,0.3935907959938049,0.5170056819915771,0.5202013579759304,0.28067291522931315,0.012309610843658447,0.1233624815940857,0.2797853350639343,0.5561546683311462,0.7351803779602051,0.9129682302474976,0.9998987317085266,0.04895948969845205,0.07026550554581142,0.0,0.0,0.0,0.02210921049118042,0.07697740197181702,0.1326654314994812,0.43412476778030396,0.003628664342317287,0.08556346005294597,-0.3412083387374878,-0.0832550048828125,-0.027416378259658813,0.0,0.018387645483016968,0.09421112537384034,0.43412476778030396
1200,0,284,0.7253521126760564,0.4463366726053753,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.7128076433715685,0.16104034107050696,0.40162479877471924,0.5076663315296173,0.5719281286001205,0.7169730961322784,0.8493929207324982,0.939843875169754,0.9994750022888184,0.49913940924993705,0.28764130418159245,0.001928091049194336,0.12264254689216614,0.2602754533290863,0.4845693111419678,0.7738882154226303,0.8974604308605194,0.985252857208252,0.03325979852340591,0.036361124170805614,0.0,0.0,0.0,0.02177181839942932,0.05561535060405731,0.08643465638160708,0.17623287439346313,0.009157127477753331,0.04841996040000934,-0.16810715198516846,-0.04633421897888183,-0.012550875544548035,0.0,0.03298842906951904,0.07719393968582154,0.17623287439346313
1200,1,228,0.6008771929824561,0.48971807393231903,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.22301055856964044,0.1312003043772657,0.0075133442878723145,0.04748497009277344,0.10184761881828308,0.2377656102180481,0.3297570049762726,0.3950681030750275,0.4900871515274048,0.5164760421765479,0.28327784229839215,0.010017216205596924,0.11904900074005127,0.2700549364089966,0.5539038777351379,0.7351444065570831,0.9126514434814453,0.9998987317085266,0.048918196898803376,0.06891593257603561,0.0,0.0,0.0,0.021621406078338623,0.08002559840679169,0.13681589365005495,0.4160694181919098,0.0015383669943140265,0.08449869334874704,-0.35128122568130493,-0.08819099068641663,-0.029636725783348083,0.0,0.020152240991592407,0.09060587286949158,0.4160694181919098
1400,0,284,0.7253521126760564,0.4463366726053753,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.7128076433715685,0.16104034107050696,0.40162479877471924,0.5076663315296173,0.5719281286001205,0.7169730961322784,0.8493929207324982,0.939843875169754,0.9994750022888184,0.49913940924993705,0.28764130418159245,0.001928091049194336,0.12264254689216614,0.2602754533290863,0.4845693111419678,0.7738882154226303,0.8974604308605194,0.985252857208252,0.031723335595198084,0.03405189621622343,0.0,0.0,0.0,0.021563440561294556,0.05368492007255554,0.08217659592628482,0.17255371809005737,0.004904901897403556,0.046280056121215545,-0.17255371809005737,-0.05300294160842895,-0.01854749023914337,0.0,0.02952544391155243,0.06550289392471315,0.15943008661270142
1400,1,228,0.6008771929824561,0.48971807393231903,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.22301055856964044,0.1312003043772657,0.0075133442878723145,0.04748497009277344,0.10184761881828308,0.2377656102180481,0.3297570049762726,0.3950681030750275,0.4900871515274048,0.5164760421765479,0.28327784229839215,0.010017216205596924,0.11904900074005127,0.2700549364089966,0.5539038777351379,0.7351444065570831,0.9126514434814453,0.9998987317085266,0.04757155647926163,0.0680729479729295,0.0,0.0,0.0,0.014304250478744507,0.07318331301212311,0.13201014995574953,0.39766255021095276,0.010907162569071116,0.0823286890231868,-0.35081350803375244,-0.07014595270156859,-0.007288947701454163,0.0,0.032135963439941406,0.09838401675224309,0.39766255021095276
1600,0,287,0.7212543554006968,0.4483821029169453,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.7101276637369748,0.16236934038899975,0.39311593770980835,0.5025888919830322,0.5657030940055847,0.7164413928985596,0.8473277986049652,0.939726734161377,0.9994750022888184,0.5019245195471866,0.28789021366846973,0.001928091049194336,0.12431633472442628,0.2633638381958008,0.4864742159843445,0.7745983302593231,0.8996986746788027,0.9910451769828796,0.03611766274382428,0.039899685641475474,0.0,0.0,0.0,0.0228157639503479,0.06166300177574158,0.0939042687416077,0.18616414070129395,0.021258306627904913,0.04944244002554052,-0.14664876461029053,-0.030979633331298828,0.0,0.0021086931228637695,0.05159837007522583,0.09218024015426643,0.18616414070129395
1600,1,225,0.6044444444444445,0.4889696902924468,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.21989839368396336,0.12915175449911506,0.0075133442878723145,0.046777439117431645,0.10078322887420654,0.23509645462036133,0.3266420364379883,0.38598426580429074,0.48960167169570923,0.5131546343697442,0.2830700188876881,0.010017216205596924,0.1183318853378296,0.2696189880371094,0.5433905720710754,0.7351084351539612,0.9110618352890014,0.9998987317085266,0.04671447051895989,0.06628204548590953,0.0,0.0,0.0,0.01854175329208374,0.06790661811828613,0.13014079332351683,0.3872813582420349,0.016645542913013036,0.0793629460818712,-0.3260844945907593,-0.05963846445083618,0.0,0.0,0.03548014163970947,0.11418693065643311,0.3872813582420349
1800,0,286,0.7202797202797203,0.4488617212833906,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.7112360963454614,0.16156537088567627,0.40162479877471924,0.5041850805282593,0.5673881769180298,0.7164653241634369,0.8482724577188492,0.9397657811641693,0.9994750022888184,0.5015160989511264,0.2883100662951178,0.001928091049194336,0.12375840544700623,0.2620585262775421,0.48587754368782043,0.7753084450960159,0.900254637002945,0.9910451769828796,0.03238375453682212,0.03430903678325409,0.0,0.0,0.0,0.023425281047821045,0.05168880522251129,0.07996180653572083,0.17803514003753662,-0.0033265014628430347,0.047061151185596097,-0.17803514003753662,-0.0637940764427185,-0.028814569115638733,0.0,0.017428472638130188,0.057186782360076904,0.1526637077331543
1800,1,226,0.6061946902654868,0.48859255802705115,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.22066484299381223,0.12937752751387185,0.0075133442878723145,0.047013282775878906,0.10113802552223206,0.23619356751441956,0.32787276804447174,0.3900741934776306,0.48960167169570923,0.5136217944389951,0.28252997677674674,0.010017216205596924,0.11857092380523682,0.2697643041610718,0.5475218296051025,0.7339512854814529,0.9109020233154297,0.9998987317085266,0.045896774767774394,0.0657112720320236,0.0,0.0,0.0,0.019630849361419678,0.07028192281723022,0.1267091929912567,0.40377843379974365,0.0035812275863326757,0.08007284193236373,-0.30068516731262207,-0.08219236135482788,-0.0212080180644989,0.0,0.015080437064170837,0.0897444486618042,0.40377843379974365
2000,0,286,0.7202797202797203,0.4488617212833906,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.7112360963454614,0.16156537088567627,0.40162479877471924,0.5041850805282593,0.5673881769180298,0.7164653241634369,0.8482724577188492,0.9397657811641693,0.9994750022888184,0.5015160989511264,0.2883100662951178,0.001928091049194336,0.12375840544700623,0.2620585262775421,0.48587754368782043,0.7753084450960159,0.900254637002945,0.9910451769828796,0.031801768324591896,0.03420595025908367,0.0,0.0,0.0,0.022856801748275757,0.05018851161003113,0.08293604850769043,0.16046661138534546,0.004002174089004943,0.04653366635307409,-0.16046661138534546,-0.04966294765472412,-0.01848471164703369,0.0,0.02635703980922699,0.06540295481681824,0.15959608554840088
2000,1,226,0.6061946902654868,0.48859255802705115,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.22066484299381223,0.12937752751387185,0.0075133442878723145,0.047013282775878906,0.10113802552223206,0.23619356751441956,0.32787276804447174,0.3900741934776306,0.48960167169570923,0.5136217944389951,0.28252997677674674,0.010017216205596924,0.11857092380523682,0.2697643041610718,0.5475218296051025,0.7339512854814529,0.9109020233154297,0.9998987317085266,0.04346602706782586,0.06165586863838644,0.0,0.0,0.0,0.01728317141532898,0.06447337567806244,0.12544330954551697,0.36691924929618835,0.002150604682686055,0.07540634287719929,-0.3062654733657837,-0.08244746923446655,-0.01830291748046875,0.0,0.009701654314994812,0.08710500597953796,0.36691924929618835
